ds,crop,y
2023-08-18,potato,1517.7354838709678
2023-08-19,potato,1527.0650557620818
2023-08-20,potato,1412.764880952381
2023-08-21,potato,1544.3645484949832
2023-08-22,potato,1552.8978583196047
2023-08-23,potato,1554.8180272108843
2023-08-24,potato,1507.695652173913
2023-08-25,potato,1606.5072
2023-08-26,potato,1503.543985637343
2023-08-27,potato,1498.6802325581396
2023-08-28,potato,1482.2304964539007
2023-08-29,potato,1428.5288640595902
2023-08-30,potato,1495.1322645290581
2023-08-31,potato,1513.394686907021
2023-09-01,potato,1494.2152317880796
2023-09-02,potato,1573.2849650349651
2023-09-03,potato,1384.8485714285714
2023-09-04,potato,1533.991961414791
2023-09-05,potato,1470.5603305785123
2023-09-06,potato,1441.4885931558936
2023-09-07,potato,1498.2168905950095
2023-09-08,potato,1492.710651828299
2023-09-09,potato,1403.1537037037037
2023-09-10,potato,1377.224
2023-09-11,potato,1550.1755233494364
2023-09-12,potato,1498.0377668308702
2023-09-13,potato,1500.1803005008346
2023-09-14,potato,1459.426948051948
2023-09-15,potato,1459.0770465489566
2023-09-16,potato,1465.7358490566037
2023-09-17,potato,1289.7470930232557
2023-09-18,potato,1610.7353951890034
2023-09-19,potato,1456.2390158172232
2023-09-20,potato,1466.5280528052806
2023-09-21,potato,1465.8546325878594
2023-09-22,potato,1384.0080515297907
2023-09-23,potato,1437.7539370078741
2023-09-24,potato,1334.206779661017
2023-09-25,potato,1470.8680203045685
2023-09-26,potato,1518.280991735537
2023-09-27,potato,1471.6649484536083
2023-09-28,potato,1414.8568588469184
2023-09-29,potato,1439.1944444444443
2023-09-30,potato,1422.3865546218487
2023-10-01,potato,1348.3622641509435
2023-10-02,potato,1381.2797356828194
2023-10-03,potato,1464.551724137931
2023-10-04,potato,1513.0358890701468
2023-10-05,potato,1491.826224328594
2023-10-06,potato,1442.982785602504
2023-10-07,potato,1457.175084175084
2023-10-08,potato,1340.0268096514744
2023-10-09,potato,1465.9439868204283
2023-10-10,potato,1435.6784
2023-10-11,potato,1449.6161449752883
2023-10-12,potato,1528.5586319218241
2023-10-13,potato,1445.2091503267975
2023-10-14,potato,1385.6754032258063
2023-10-15,potato,1334.0545977011495
2023-10-16,potato,1485.7760942760942
2023-10-17,potato,1420.5115894039734
2023-10-18,potato,1430.9983416252073
2023-10-19,potato,1452.135
2023-10-20,potato,1445.5133779264213
2023-10-21,potato,1430.484962406015
2023-10-22,potato,1309.8197879858658
2023-10-23,potato,1458.9326145552561
2023-10-24,potato,1403.2391799544419
2023-10-25,potato,1446.3875
2023-10-26,potato,1463.849087893864
2023-10-27,potato,1449.8435940099835
2023-10-28,potato,1438.7782101167315
2023-10-29,potato,1385.9303621169915
2023-10-30,potato,1467.7727272727273
2023-10-31,potato,1467.8776290630974
2023-11-01,potato,1491.3154981549815
2023-11-02,potato,1461.5728
2023-11-03,potato,1461.4573268921094
2023-11-04,potato,1437.6024734982332
2023-11-05,potato,1277.9876543209878
2023-11-06,potato,1443.283531409168
2023-11-07,potato,1455.7214170692432
2023-11-08,potato,1445.6181229773463
2023-11-09,potato,1451.7790507364975
2023-11-10,potato,1464.009009009009
2023-11-11,potato,1421.024064171123
2023-11-12,potato,1379.9818181818182
2023-11-13,potato,1573.040650406504
2023-11-14,potato,1476.2887931034484
2023-11-15,potato,1492.6633266533065
2023-11-16,potato,1459.728102189781
2023-11-17,potato,1451.4568965517242
2023-11-18,potato,1416.2210338680927
2023-11-19,potato,1306.2260869565218
2023-11-20,potato,1451.7356902356903
2023-11-21,potato,1452.3733333333332
2023-11-22,potato,1465.0114379084966
2023-11-23,potato,1483.4485666104554
2023-11-24,potato,1489.7258620689656
2023-11-25,potato,1455.2942430703624
2023-11-26,potato,1326.6652719665271
2023-11-27,potato,1490.5487077534792
2023-11-28,potato,1440.9832495812395
2023-11-29,potato,1457.1699669966997
2023-11-30,potato,1428.6427289048474
2023-12-01,potato,1442.5357142857142
2023-12-02,potato,1461.6307977736549
2023-12-03,potato,1282.08
2023-12-04,potato,1421.3605220228385
2023-12-05,potato,1409.6833333333334
2023-12-06,potato,1415.2554257095157
2023-12-07,potato,1365.3841059602648
2023-12-08,potato,1369.7109004739336
2023-12-09,potato,1314.293893129771
2023-12-10,potato,1276.9335180055402
2023-12-11,potato,1341.948051948052
2023-12-12,potato,1283.268412438625
2023-12-13,potato,1312.1461038961038
2023-12-14,potato,1332.2089314194577
2023-12-15,potato,1321.4261538461537
2023-12-16,potato,1295.0489396411092
2023-12-17,potato,1167.6344647519581
2023-12-18,potato,1269.615873015873
2023-12-19,potato,1268.3946957878316
2023-12-20,potato,1362.2276707530648
2023-12-21,potato,1270.4530477759472
2023-12-22,potato,1271.906510851419
2023-12-23,potato,1215.0326086956522
2023-12-24,potato,1176.0574162679425
2023-12-25,potato,1254.6351351351352
2023-12-26,potato,1231.157264957265
2023-12-27,potato,1252.6040268456377
2023-12-28,potato,1218.1954022988505
2023-12-29,potato,1202.0211726384364
2023-12-30,potato,1201.5996275605214
2023-12-31,potato,1132.1333333333334
2024-01-01,potato,1228.943661971831
2024-01-02,potato,1110.5018315018315
2024-01-03,potato,1210.7012089810016
2024-01-04,potato,1228.6639477977162
2024-01-05,potato,1231.764423076923
2024-01-06,potato,1198.8790459965928
2024-01-07,potato,1090.8179190751446
2024-01-08,potato,1222.6957983193277
2024-01-09,potato,1222.3579831932773
2024-01-10,potato,1210.3752039151714
2024-01-11,potato,1204.439236111111
2024-01-12,potato,1184.251736111111
2024-01-13,potato,1132.5774946921445
2024-01-14,potato,1138.7091503267975
2024-01-15,potato,1118.9835766423357
2024-01-16,potato,1178.0311418685121
2024-01-17,potato,1209.8818181818183
2024-01-18,potato,1191.4006622516556
2024-01-19,potato,1199.7730263157894
2024-01-20,potato,1180.5959409594095
2024-01-21,potato,1202.2565055762082
2024-01-22,potato,1225.766
2024-01-23,potato,1110.0299823633156
2024-01-24,potato,1143.4906937394246
2024-01-25,potato,1202.2295409181636
2024-01-26,potato,1069.6187050359713
2024-01-27,potato,1166.3612099644129
2024-01-28,potato,1109.0958083832336
2024-01-29,potato,1171.01652892562
2024-01-30,potato,1161.8030050083473
2024-01-31,potato,1194.954954954955
2024-02-01,potato,1178.3701842546063
2024-02-02,potato,1164.863344051447
2024-02-03,potato,1154.3156089193826
2024-02-04,potato,1066.457627118644
2024-02-05,potato,1163.4891122278057
2024-02-06,potato,1134.296357615894
2024-02-07,potato,1182.716393442623
2024-02-08,potato,1156.5668358714045
2024-02-09,potato,1169.8762711864406
2024-02-10,potato,1087.985596707819
2024-02-11,potato,1080.0611111111111
2024-02-12,potato,1173.6166950596253
2024-02-13,potato,1095.308256880734
2024-02-14,potato,1192.284467713787
2024-02-15,potato,1159.053264604811
2024-02-16,potato,1181.7419898819562
2024-02-17,potato,1200.535390199637
2024-02-18,potato,1142.2889518413597
2024-02-19,potato,1179.1291448516579
2024-02-20,potato,1205.275167785235
2024-02-21,potato,1240.0546357615895
2024-02-22,potato,1242.8341708542714
2024-02-23,potato,1228.7513043478261
2024-02-24,potato,1177.1496062992126
2024-02-25,potato,1192.5
2024-02-26,potato,1243.0664335664335
2024-02-27,potato,1279.2961730449251
2024-02-28,potato,1291.7878787878788
2024-02-29,potato,1318.4332129963898
2024-03-01,potato,1295.2941176470588
2024-03-02,potato,1248.8433515482695
2024-03-03,potato,1218.1209439528025
2024-03-04,potato,1329.1655405405406
2024-03-05,potato,1300.700680272109
2024-03-06,potato,1345.7352445193928
2024-03-07,potato,1342.847635726795
2024-03-08,potato,1243.9079497907949
2024-03-09,potato,1257.6087824351298
2024-03-10,potato,1321.7142857142858
2024-03-11,potato,1388.448028673835
2024-03-12,potato,1432.1317567567567
2024-03-13,potato,1408.7576923076922
2024-03-14,potato,1454.1359060402685
2024-03-15,potato,1492.798903107861
2024-03-16,potato,1477.6139130434783
2024-03-17,potato,1412.0392156862745
2024-03-18,potato,1519.349180327869
2024-03-19,potato,1513.2820512820513
2024-03-20,potato,1505.3824
2024-03-21,potato,1512.9301948051948
2024-03-22,potato,1503.8422818791946
2024-03-23,potato,1564.8159509202453
2024-03-24,potato,1633.9158878504672
2024-03-25,potato,1747.5723905723905
2024-03-26,potato,1563.523540489642
2024-03-27,potato,1494.583904109589
2024-03-28,potato,1469.9769911504425
2024-03-29,potato,1435.8770161290322
2024-03-30,potato,1558.831144465291
2024-03-31,potato,1555.5375939849623
2024-04-01,potato,1617.6175771971496
2024-04-02,potato,1491.5221932114882
2024-04-03,potato,1626.3460144927535
2024-04-04,potato,1633.4492254733218
2024-04-05,potato,1643.0877192982457
2024-04-06,potato,1669.1849192100537
2024-04-07,potato,1568.6538461538462
2024-04-08,potato,1695.8142076502731
2024-04-09,potato,1646.6114398422092
2024-04-10,potato,1599.703056768559
2024-04-11,potato,1725.8868778280544
2024-04-12,potato,1736.5553470919324
2024-04-13,potato,1777.0868644067796
2024-04-14,potato,1703.4215384615384
2024-04-15,potato,1801.2356215213358
2024-04-16,potato,1827.5323886639676
2024-04-17,potato,1882.8657718120805
2024-04-18,potato,1880.8231827111983
2024-04-19,potato,1851.1364485981308
2024-04-20,potato,1865.5277280858677
2024-04-21,potato,1812.2697947214076
2024-04-22,potato,1891.1526315789474
2024-04-23,potato,1906.184668989547
2024-04-24,potato,1925.7280265339966
2024-04-25,potato,1916.1401384083044
2024-04-26,potato,1856.5323741007194
2024-04-27,potato,1898.3130590339892
2024-04-28,potato,1866.01108033241
2024-04-29,potato,1899.6989966555184
2024-04-30,potato,1928.5303867403316
2024-05-01,potato,1836.8799212598426
2024-05-02,potato,1956.0342577487766
2024-05-03,potato,1966.9705882352941
2024-05-04,potato,1969.5376712328766
2024-05-05,potato,1882.3724489795918
2024-05-06,potato,1978.971476510067
2024-05-07,potato,1989.9825479930191
2024-05-08,potato,1996.0830564784053
2024-05-09,potato,2004.5586319218241
2024-05-10,potato,2011.3250883392227
2024-05-11,potato,1975.4493307839389
2024-05-12,potato,1958.0397727272727
2024-05-13,potato,2051.3327305605785
2024-05-14,potato,2005.904132231405
2024-05-15,potato,2018.3278955954322
2024-05-16,potato,2034.711475409836
2024-05-17,potato,2023.918918918919
2024-05-18,potato,2012.1222030981066
2024-05-19,potato,1965.6532951289398
2024-05-20,potato,2033.783276450512
2024-05-21,potato,2006.0049668874171
2024-05-22,potato,2050.20770519263
2024-05-23,potato,2087.6243093922653
2024-05-24,potato,2071.993474714519
2024-05-25,potato,2061.4038095238097
2024-05-26,potato,1964.311475409836
2024-05-27,potato,2055.8933333333334
2024-05-28,potato,2065.9357495881386
2024-05-29,potato,2002.5239669421487
2024-05-30,potato,2039.8399339933994
2024-05-31,potato,2053.048780487805
2024-06-01,potato,2124.68992248062
2024-06-02,potato,2014.8637602179836
2024-06-03,potato,2089.1196013289036
2024-06-04,potato,2073.7315789473682
2024-06-05,potato,2092.8096026490066
2024-06-06,potato,2113.8936170212764
2024-06-07,potato,2088.8229508196723
2024-06-08,potato,2075.912213740458
2024-06-09,potato,2043.1117021276596
2024-06-10,potato,2145.6985413290113
2024-06-11,potato,2125.1623376623374
2024-06-12,potato,2145.7397034596374
2024-06-13,potato,2137.886725663717
2024-06-14,potato,2190.4532110091745
2024-06-15,potato,2216.8609406952964
2024-06-16,potato,2156.4979919678717
2024-06-17,potato,2102.3691275167785
2024-06-18,potato,1954.3348554033485
2024-06-19,potato,2005.6315789473683
2024-06-20,potato,2054.153846153846
2024-06-21,potato,2057.2679083094554
2024-06-22,potato,2010.9444444444443
2024-06-23,potato,1945.304347826087
2024-06-24,potato,2065.385756676558
2024-06-25,potato,2057.34632034632
2024-06-26,potato,2104.782608695652
2024-06-27,potato,2130.1527165932453
2024-06-28,potato,2089.6627906976746
2024-06-29,potato,2093.641719745223
2024-06-30,potato,1897.633416458853
2024-07-01,potato,2178.967741935484
2024-07-02,potato,2169.0893371757925
2024-07-03,potato,2150.829197080292
2024-07-04,potato,2173.3279411764706
2024-07-05,potato,2208.4802259887006
2024-07-06,potato,2224.466467958271
2024-07-07,potato,1989.516129032258
2024-07-08,potato,2880.374277456647
2024-07-09,potato,2825.647646219686
2024-07-10,potato,2839.6814921090386
2024-07-11,potato,2837.9298998569384
2024-07-12,potato,2826.24
2024-07-13,potato,2822.735593220339
2024-07-14,potato,2929.8192219679636
2024-07-15,potato,2852.0116279069766
2024-07-16,potato,3267.894132653061
2024-07-17,potato,3141.6311111111113
2024-07-18,potato,3091.8526315789472
2024-07-19,potato,3059.431906614786
2024-07-20,potato,3066.693460490463
2024-07-21,potato,3305.2347140039446
2024-07-22,potato,3111.743624161074
2024-07-23,potato,3112.96812749004
2024-07-24,potato,3127.018567639257
2024-07-25,potato,3112.4013157894738
2024-07-26,potato,3064.0572171651497
2024-07-27,potato,3106.947658402204
2024-07-28,potato,3364.3656565656565
2024-07-29,potato,3107.032214765101
2024-07-30,potato,3098.3554952510176
2024-07-31,potato,3191.71671388102
2024-08-01,potato,3142.7715458276334
2024-08-02,potato,3119.5599472990775
2024-08-03,potato,3131.4864864864867
2024-08-04,potato,3336.3813229571983
2024-08-05,potato,3111.390438247012
2024-08-06,potato,3089.529488859764
2024-08-07,potato,3093.634308510638
2024-08-08,potato,3096.1008064516127
2024-08-09,potato,3067.7367021276596
2024-08-10,potato,3083.9340028694405
2024-08-11,potato,3254.701923076923
2024-08-12,potato,3086.177865612648
2024-08-13,potato,3090.563360881543
2024-08-14,potato,3141.5331325301204
2024-08-15,potato,3218.2264150943397
2024-08-16,potato,3083.0634696755997
2024-08-17,potato,3155.1651515151516
2024-08-18,potato,3607.0200501253134
2024-08-19,potato,3240.561128526646
2024-08-20,potato,3090.769764216366
2024-08-21,potato,3081.668500687758
2024-08-22,potato,3086.132971506106
2024-08-23,potato,3108.6978609625667
2024-08-24,potato,3178.9476117103236
2024-08-25,potato,3485.346987951807
2024-08-26,potato,3149.525316455696
2024-08-27,potato,3098.528591352859
2024-08-28,potato,3057.1557046979865
2024-08-29,potato,3106.564516129032
2024-08-30,potato,3077.7464052287582
2024-08-31,potato,3087.224582701062
2024-09-01,potato,3338.0150214592277
2024-09-02,potato,3117.217213114754
2024-09-03,potato,3064.099730458221
2024-09-04,potato,3029.3819628647216
2024-09-05,potato,3097.0506666666665
2024-09-06,potato,3055.8703703703704
2024-09-07,potato,3100.286754002911
2024-09-08,potato,3257.4282786885246
2024-09-09,potato,3026.113055181696
2024-09-10,potato,3025.371202113606
2024-09-11,potato,3015.085978835979
2024-09-12,potato,2999.908719346049
2024-09-13,potato,2989.557486631016
2024-09-14,potato,3026.6682615629984
2024-09-15,potato,3251.2737819025524
2024-09-16,potato,2961.4843260188086
2024-09-17,potato,2994.1479452054796
2024-09-18,potato,3038.521739130435
2024-09-19,potato,2986.463035019455
2024-09-20,potato,2972.4681404421326
2024-09-21,potato,2998.8639455782313
2024-09-22,potato,3223.5596153846154
2024-09-23,potato,3016.7630890052355
2024-09-24,potato,3035.0185185185187
2024-09-25,potato,3044.1288590604026
2024-09-26,potato,2985.0328515111696
2024-09-27,potato,2990.077230359521
2024-09-28,potato,3024.2179675994107
2024-09-29,potato,3241.830303030303
2024-09-30,potato,3037.990014265335
2024-10-01,potato,3077.6089466089466
2024-10-02,potato,3036.071074380165
2024-10-03,potato,3039.1547779273214
2024-10-04,potato,3027.3133333333335
2024-10-05,potato,3072.435092724679
2024-10-06,potato,3206.626262626263
2024-10-07,potato,3107.915966386555
2024-10-08,potato,3124.856125356125
2024-10-09,potato,3099.8716119828814
2024-10-10,potato,3082.4104046242774
2024-10-11,potato,3097.620481927711
2024-10-12,potato,3148.53300330033
2024-10-13,potato,3235.659183673469
2024-10-14,potato,3109.2535014005603
2024-10-15,potato,3063.468443197756
2024-10-16,potato,3092.5858725761773
2024-10-17,potato,3149.6359649122805
2024-10-18,potato,3062.4375
2024-10-19,potato,3118.5226628895184
2024-10-20,potato,3284.485089463221
2024-10-21,potato,3069.6994459833795
2024-10-22,potato,3091.0302593659944
2024-10-23,potato,3129.2849083215797
2024-10-24,potato,3077.70424403183
2024-10-25,potato,3077.0411140583556
2024-10-26,potato,3113.085880640466
2024-10-27,potato,3261.4168377823407
2024-10-28,potato,3113.4450474898235
2024-10-29,potato,3098.70323488045
2024-10-30,potato,3236.706065318818
2024-10-31,potato,3462.4639423076924
2024-11-01,potato,3343.2972972972975
2024-11-02,potato,3243.2802653399667
2024-11-03,potato,3309.7983014861998
2024-11-04,potato,3182.574212893553
2024-11-05,potato,3107.1393103448277
2024-11-06,potato,3108.849719101124
2024-11-07,potato,3104.1054852320676
2024-11-08,potato,3126.813858695652
2024-11-09,potato,3120.904903417533
2024-11-10,potato,3324.0518234165065
2024-11-11,potato,3212.88
2024-11-12,potato,3191.4376770538242
2024-11-13,potato,3137.207810320781
2024-11-14,potato,3272.6704180064307
2024-11-15,potato,3337.387755102041
2024-11-16,potato,3380.7968441814596
2024-11-17,potato,3582.4501278772377
2024-11-18,potato,3192.777117384844
2024-11-19,potato,3148.811977715877
2024-11-20,potato,3152.248939179632
2024-11-21,potato,3124.139945652174
2024-11-22,potato,3111.529093369418
2024-11-23,potato,3168.136690647482
2024-11-24,potato,3298.7237354085605
2024-11-25,potato,3159.2259810554806
2024-11-26,potato,3138.681693989071
2024-11-27,potato,3128.619699042408
2024-11-28,potato,3159.21174863388
2024-11-29,potato,3012.027607361963
2024-11-30,potato,2630.9584245076585
2024-12-01,potato,2529.9466192170817
2024-12-02,potato,3223.59595959596
2024-12-03,potato,3189.2603305785124
2024-12-04,potato,3220.2894736842104
2024-12-05,potato,3169.4370771312583
2024-12-06,potato,3204.6948228882834
2024-12-07,potato,3199.81755829904
2024-12-08,potato,3349.7092337917484
2024-12-09,potato,3154.353424657534
2024-12-10,potato,3091.2696629213483
2024-12-11,potato,3081.4910344827586
2024-12-12,potato,3001.973154362416
2024-12-13,potato,2969.822281167109
2024-12-14,potato,3033.308270676692
2024-12-15,potato,3176.25918762089
2024-12-16,potato,2937.612217795485
2024-12-17,potato,2893.4105263157894
2024-12-18,potato,2898.646830530401
2024-12-19,potato,2870.9705505761845
2024-12-20,potato,2800.6051612903225
2024-12-21,potato,2791.220994475138
2024-12-22,potato,2970.3314285714287
2024-12-23,potato,2722.501976284585
2024-12-24,potato,2728.6197991391678
2024-12-25,potato,2683.7462686567164
2024-12-26,potato,2673.5413839891453
2024-12-27,potato,2640.4554054054056
2024-12-28,potato,2651.185776487663
2024-12-29,potato,2838.2689938398357
2024-12-30,potato,2685.306358381503
2024-12-31,potato,2659.542940320233
2019-01-01,rice,1759.0907079646017
2019-01-02,rice,1746.445
2019-01-03,rice,1754.3787401574803
2019-01-04,rice,1747.9195402298851
2019-01-05,rice,1753.98755186722
2019-01-06,rice,1743.1197916666667
2019-01-07,rice,1736.2687296416939
2019-01-08,rice,1742.6524701873934
2019-01-09,rice,1727.2797319932997
2019-01-10,rice,1731.5345117845118
2019-01-11,rice,1753.0085034013605
2019-01-12,rice,1751.178947368421
2019-01-13,rice,1708.2631578947369
2019-01-14,rice,1751.7772727272727
2019-01-15,rice,1751.5330073349633
2019-01-16,rice,1748.3690987124464
2019-01-17,rice,1741.6275303643724
2019-01-18,rice,1742.6868327402135
2019-01-19,rice,1753.829568788501
2019-01-20,rice,1745.1682242990655
2019-01-21,rice,1762.7787162162163
2019-01-22,rice,1757.5677083333333
2019-01-23,rice,1733.2218370883882
2019-01-24,rice,1742.7556325823223
2019-01-25,rice,1750.94555353902
2019-01-26,rice,1744.7
2019-01-27,rice,1764.3211009174313
2019-01-28,rice,1749.6264462809918
2019-01-29,rice,1770.7962003454231
2019-01-30,rice,1742.6377551020407
2019-01-31,rice,1746.9333333333334
2019-02-01,rice,1747.6038095238096
2019-02-02,rice,1765.711409395973
2019-02-03,rice,1735.0492610837439
2019-02-04,rice,1731.8713768115942
2019-02-05,rice,1733.1394686907022
2019-02-06,rice,1744.0874751491053
2019-02-07,rice,1740.2865497076023
2019-02-08,rice,1746.3393939393939
2019-02-09,rice,1748.9898734177216
2019-02-10,rice,1725.7015706806283
2019-02-11,rice,1777.3734061930784
2019-02-12,rice,1735.0611854684512
2019-02-13,rice,1729.6666666666667
2019-02-14,rice,1732.2355212355212
2019-02-15,rice,1750.6592741935483
2019-02-16,rice,1772.2735849056603
2019-02-17,rice,1732.3333333333333
2019-02-18,rice,1736.0254403131116
2019-02-19,rice,1739.6601307189542
2019-02-20,rice,1732.7864271457086
2019-02-21,rice,1729.912955465587
2019-02-22,rice,1734.579918032787
2019-02-23,rice,1739.700767263427
2019-02-24,rice,1763.1990049751244
2019-02-25,rice,1721.9285714285713
2019-02-26,rice,1736.8592814371257
2019-02-27,rice,1732.5912698412699
2019-02-28,rice,1723.467213114754
2019-03-01,rice,1719.463700234192
2019-03-02,rice,1744.646408839779
2019-03-03,rice,1742.75625
2019-03-04,rice,1680.3373134328358
2019-03-05,rice,1712.218142548596
2019-03-06,rice,1689.535632183908
2019-03-07,rice,1711.56050955414
2019-03-08,rice,1715.2202643171806
2019-03-09,rice,1722.5335463258787
2019-03-10,rice,1737.4945652173913
2019-03-11,rice,1724.403397027601
2019-03-12,rice,1710.4234800838574
2019-03-13,rice,1709.5148936170212
2019-03-14,rice,1700.1662971175167
2019-03-15,rice,1715.638580931264
2019-03-16,rice,1757.7065527065527
2019-03-17,rice,1689.80625
2019-03-18,rice,1726.4553376906317
2019-03-19,rice,1753.5501165501166
2019-03-20,rice,1710.1144578313254
2019-03-21,rice,1667.0727272727272
2019-03-22,rice,1716.4391025641025
2019-03-23,rice,1738.6058394160584
2019-03-24,rice,1734.1257142857144
2019-03-25,rice,1711.1155555555556
2019-03-26,rice,1717.0484581497797
2019-03-27,rice,1729.1696832579185
2019-03-28,rice,1733.7869249394673
2019-03-29,rice,1723.1807511737088
2019-03-30,rice,1727.878612716763
2019-03-31,rice,1751.5923913043478
2019-04-01,rice,1715.9775561097256
2019-04-02,rice,1721.0666666666666
2019-04-03,rice,1711.3024390243902
2019-04-04,rice,1728.1030150753768
2019-04-05,rice,1733.7091988130564
2019-04-06,rice,1717.581589958159
2019-04-07,rice,1736.0344827586207
2019-04-08,rice,1699.7665847665849
2019-04-09,rice,1696.6344647519581
2019-04-10,rice,1683.841095890411
2019-04-11,rice,1696.931343283582
2019-04-12,rice,1690.8114285714287
2019-04-13,rice,1740.323076923077
2019-04-14,rice,1738.375939849624
2019-04-15,rice,1717.1023017902812
2019-04-16,rice,1724.2176470588236
2019-04-17,rice,1688.5080213903743
2019-04-18,rice,1751.0684931506848
2019-04-19,rice,1743.7085714285715
2019-04-20,rice,1746.3173076923076
2019-04-21,rice,1726.282894736842
2019-04-22,rice,1707.5036674816627
2019-04-23,rice,1715.926517571885
2019-04-24,rice,1698.8992042440318
2019-04-25,rice,1732.3102564102564
2019-04-26,rice,1729.056
2019-04-27,rice,1718.4736842105262
2019-04-28,rice,1715.3309859154929
2019-04-29,rice,1707.2904109589042
2019-04-30,rice,1713.7622739018088
2019-05-01,rice,1687.5023255813953
2019-05-02,rice,1724.3082901554403
2019-05-03,rice,1693.4266666666667
2019-05-04,rice,1727.637323943662
2019-05-05,rice,1699.4379562043796
2019-05-06,rice,1698.7390180878554
2019-05-07,rice,1719.348623853211
2019-05-08,rice,1719.9944751381215
2019-05-09,rice,1726.233870967742
2019-05-10,rice,1715.103448275862
2019-05-11,rice,1697.0111111111112
2019-05-12,rice,1679.3310344827587
2019-05-13,rice,1714.1941031941033
2019-05-14,rice,1757.0632911392406
2019-05-15,rice,1691.2139037433155
2019-05-16,rice,1728.5239361702127
2019-05-17,rice,1702.752688172043
2019-05-18,rice,1731.988326848249
2019-05-19,rice,1759.0738255033557
2019-05-20,rice,1720.432911392405
2019-05-21,rice,1702.4875
2019-05-22,rice,1697.520618556701
2019-05-23,rice,1731.9627507163323
2019-05-24,rice,1707.4858611825193
2019-05-25,rice,1702.8837920489298
2019-05-26,rice,1744.7194244604316
2019-05-27,rice,1693.8037825059102
2019-05-28,rice,1693.9578454332552
2019-05-29,rice,1694.4296296296295
2019-05-30,rice,1711.54797979798
2019-05-31,rice,1705.0330188679245
2019-06-01,rice,1727.9022082018928
2019-06-02,rice,1736.2016806722688
2019-06-03,rice,1686.8449197860962
2019-06-04,rice,1698.6177215189873
2019-06-05,rice,1699.2987012987012
2019-06-06,rice,1696.7578947368422
2019-06-07,rice,1690.2772020725388
2019-06-08,rice,1684.1538461538462
2019-06-09,rice,1715.9530201342282
2019-06-10,rice,1715.4146341463415
2019-06-11,rice,1697.8807106598986
2019-06-12,rice,1683.8316062176166
2019-06-13,rice,1678.05291005291
2019-06-14,rice,1708.0418994413408
2019-06-15,rice,1725.3501683501684
2019-06-16,rice,1669.3055555555557
2019-06-17,rice,1733.2120253164558
2019-06-18,rice,1711.3529411764705
2019-06-19,rice,1698.4088541666667
2019-06-20,rice,1723.2973684210526
2019-06-21,rice,1687.3358395989974
2019-06-22,rice,1676.52296819788
2019-06-23,rice,1719.5955882352941
2019-06-24,rice,1706.9949238578681
2019-06-25,rice,1686.9347826086957
2019-06-26,rice,1706.296918767507
2019-06-27,rice,1702.5828220858896
2019-06-28,rice,1702.7138643067847
2019-06-29,rice,1703.9657534246576
2019-06-30,rice,1669.1964285714287
2019-07-01,rice,1701.9283582089552
2019-07-02,rice,1695.4006622516556
2019-07-03,rice,1692.0062111801242
2019-07-04,rice,1674.8710691823899
2019-07-05,rice,1703.607142857143
2019-07-06,rice,1683.7664233576643
2019-07-07,rice,1673.111111111111
2019-07-08,rice,1698.8996960486322
2019-07-09,rice,1690.28611898017
2019-07-10,rice,1687.289552238806
2019-07-11,rice,1686.419642857143
2019-07-12,rice,1688.5702479338843
2019-07-13,rice,1679.1945525291828
2019-07-14,rice,1672.049645390071
2019-07-15,rice,1699.261658031088
2019-07-16,rice,1697.859943977591
2019-07-17,rice,1697.0633608815426
2019-07-18,rice,1705.0212201591512
2019-07-19,rice,1713.3810888252149
2019-07-20,rice,1712.427652733119
2019-07-21,rice,1659.7482014388488
2019-07-22,rice,1707.4671916010498
2019-07-23,rice,1708.5631578947368
2019-07-24,rice,1696.9539295392954
2019-07-25,rice,1716.684659090909
2019-07-26,rice,1709.3870056497176
2019-07-27,rice,1686.9541984732825
2019-07-28,rice,1652.151724137931
2019-07-29,rice,1725.929347826087
2019-07-30,rice,1715.3222222222223
2019-07-31,rice,1716.149295774648
2019-08-01,rice,1733.5238095238096
2019-08-02,rice,1739.6125
2019-08-03,rice,1705.8404669260701
2019-08-04,rice,1647.4785714285715
2019-08-05,rice,1690.2486033519554
2019-08-06,rice,1693.72311827957
2019-08-07,rice,1709.733918128655
2019-08-08,rice,1725.878260869565
2019-08-09,rice,1717.1653225806451
2019-08-10,rice,1678.464135021097
2019-08-11,rice,1681.5078125
2019-08-12,rice,1650.9171974522294
2019-08-13,rice,1688.85835694051
2019-08-14,rice,1727.8588235294117
2019-08-15,rice,1675.4035087719299
2019-08-16,rice,1740.6285714285714
2019-08-17,rice,1715.304347826087
2019-08-18,rice,1683.6814814814816
2019-08-19,rice,1737.3730569948186
2019-08-20,rice,1720.9809782608695
2019-08-21,rice,1715.382585751979
2019-08-22,rice,1710.0352303523034
2019-08-23,rice,1675.8169014084508
2019-08-24,rice,1732.0785340314137
2019-08-25,rice,1683.7313432835822
2019-08-26,rice,1731.5973333333334
2019-08-27,rice,1722.6666666666667
2019-08-28,rice,1724.4895287958116
2019-08-29,rice,1728.9670050761422
2019-08-30,rice,1715.6357827476038
2019-08-31,rice,1694.192857142857
2019-09-01,rice,1682.0650406504064
2019-09-02,rice,1679.9897959183672
2019-09-03,rice,1718.8443804034582
2019-09-04,rice,1718.808743169399
2019-09-05,rice,1750.702857142857
2019-09-06,rice,1724.3426966292134
